cds14,school_name,county,students_per_grade,charter
37768510129320,Bonsall High,San Diego,75.0,0
37768510132886,Pathways Academy Charter,San Diego,36.0,
37769010134429,Thrive Public,San Diego,29.0,
37770320134577,Audeo Charter II,San Diego,39.0,
37770990136077,Grossmont Secondary,San Diego,70.0,1
37771070136473,Sweetwater Secondary,San Diego,60.0,1
38103890000001,County Students in NPS (San Francisco),San Francisco,30.0,0
38103893830270,Youth Guidance Center,San Francisco,,
38103893830361,San Francisco Court,San Francisco,20.0,0
38103893830395,San Francisco Co. Opportunity,San Francisco,15.0,0
38103893830445,Civic Center Sec.,San Francisco,10.0,0
38103896069561,Special Education (San Francisco),San Francisco,5.0,0
38684780000001,District Students in NPS (San Francisco),San Francisco,21.0,0
38684780101261,Cross Cultural Academy,San Francisco,,
38684780101774,Five Keys Charter (SF Sheriff's),San Francisco,22.0,1
38684780102103,Jordan School for Equity,San Francisco,44.0,0
38684780107300,City Arts and Tech High,San Francisco,99.0,1
38684780109769,Metropolitan Arts & Tech High,San Francisco,22.0,
38684780118133,Five Keys Adult School (SF Sheriff's),San Francisco,1.0,
38684780118141,Five Keys Independence HS (SF Sheriff's),San Francisco,153.0,1
38684780119875,S.F. International High,San Francisco,96.0,0
38684780119958,Academy of Arts and Sciences (San Francisco),San Francisco,31.0,0
38684780127530,KIPP San Francisco College Preparatory,San Francisco,49.0,1
38684780128876,Gateway to College (San Francisco),San Francisco,133.0,
38684783830031,Wells (Ida B.) High,San Francisco,85.0,0
38684783830064,Downtown High,San Francisco,32.0,0
38684783830072,McAteer (J. Eugene) High,San Francisco,217.0,
38684783830163,Newcomer High,San Francisco,1.0,
38684783830197,Independence High (San Francisco),San Francisco,65.0,0
38684783830205,Wallenberg Traditional High,San Francisco,130.0,0
38684783830213,Mark Twain High (Cont.),San Francisco,17.0,
38684783830254,Burton Academic High,San Francisco,262.0,0
38684783830288,Balboa High,San Francisco,310.0,0
38684783830353,Intl Studies Academy,San Francisco,32.0,
38684783830387,Asawa SF School of the Arts,San Francisco,170.0,0
38684783830403,Marshall (Thurgood) High,San Francisco,119.0,0
38684783830411,Leadership High,San Francisco,79.0,
38684783830429,Life Learning Academy Charter,San Francisco,17.0,1
38684783830437,Gateway High,San Francisco,116.0,1
38684783830452,Urban Pioneer Experiential,San Francisco,36.0,
38684783831765,Galileo High,San Francisco,438.0,0
38684783833241,Lincoln (Abraham) High (San Francisco),San Francisco,518.0,0
38684783833407,Lowell High,San Francisco,643.0,0
38684783834082,Mission High (San Francisco),San Francisco,248.0,0
38684783834769,O'Connell (John) High,San Francisco,115.0,0
38684783839081,Washington (George) High,San Francisco,517.0,0
38684783839404,Woodrow Wilson High,San Francisco,,
38684786113237,Davis (Gloria R.) Middle,San Francisco,,
38684789007097,School 38684789007097,,,
38767030121814,San Francisco Flex Academy,San Francisco,29.0,
39103970000001,San Joaquin Co. Education Programs,San Joaquin,,0
39103970114447,"Excel Academy Coll, Sport, Hea",San Joaquin,6.0,
39103970120717,one.Charter,San Joaquin,105.0,1
39103970121723,San Joaquin Building Futures,San Joaquin,130.0,
39103973930195,Cruikshank - Juvenile Hall,San Joaquin,37.0,0
39103973930468,San Joaquin County Community,San Joaquin,376.0,0
39103973930476,Venture Academy,San Joaquin,250.0,1
39103976069215,San Joaquin County Special Ed,San Joaquin,29.0,0
39322763930047,De Witt Nelson High,San Joaquin,75.0,
39322763931250,Johanna Boss High (San Joaquin),San Joaquin,85.0,
39322763990025,N.A. Chaderjian High (San Joaquin),San Joaquin,90.0,
39685020000001,District Students in NPS (San Joaquin) [1],San Joaquin,,0
39685020126011,Escalon Charter Academy,San Joaquin,3.0,1
39685023930054,"Vista High, Cont.",San Joaquin,16.0,0
39685023932308,Escalon High,San Joaquin,204.0,0
39685690000001,District Students in NPS (San Joaquin) [2],San Joaquin,,0
39685693930401,Lincoln Community Day 7-12,San Joaquin,3.0,
39685693933793,"Larsson (Sture) High, Cont.",San Joaquin,59.0,0
39685693933801,Lincoln High (San Joaquin),San Joaquin,700.0,0
39685770000001,District Students in NPS (San Joaquin) [3],San Joaquin,,
39685770118307,Pride Continuation,San Joaquin,26.0,0
39685773930351,Linden Unified Community Day,San Joaquin,2.0,
39685773933959,Linden High,San Joaquin,186.0,0
39685850000001,District Students in NPS (San Joaquin) [4],San Joaquin,13.0,0
39685850101956,Aspire Benjamin Holt College,San Joaquin,174.0,1
39685850108225,Ronald E. McNair High,San Joaquin,411.0,0
39685850122580,Rio Valley Charter,San Joaquin,129.0,1
39685850122879,Walter J. Katnich Community D,San Joaquin,3.0,
39685850139261,School 39685850139261,,42.0,0
39685853930187,School 39685853930187,,,
39685853930237,Bear Creek High,San Joaquin,481.0,0
39685853930278,Plaza Robles Continuation High,San Joaquin,106.0,0
39685853930344,Independence,San Joaquin,74.0,0
39685853930377,Henderson Community Day,San Joaquin,,
39685853930443,Middle College High (San Joaquin),San Joaquin,86.0,0
39685853934759,Tokay High,San Joaquin,514.0,0
39685853934767,"Liberty High, Cont. (San Joaquin)",San Joaquin,106.0,0
39685853934783,Lodi High,San Joaquin,488.0,0
39685930000001,District Students in NPS (San Joaquin) [5],San Joaquin,,0
39685930101576,Weston Ranch High,San Joaquin,291.0,0
39685930112565,New Vision High,San Joaquin,65.0,0
39685930116376,Lathrop High,San Joaquin,372.0,0
39685930126094,Manteca Unif. Vocational Acad,San Joaquin,37.0,
39685933930161,School 39685933930161,,,
39685933930310,Sierra High (San Joaquin),San Joaquin,418.0,0
39685933930328,Manteca Community Day (7-12),San Joaquin,4.0,0
39685933930385,Heritage Family Academy,San Joaquin,141.0,
39685933932001,East Union High,San Joaquin,381.0,0
39685933935103,Manteca High,San Joaquin,477.0,0
39685933935111,"Calla High, Cont.",San Joaquin,102.0,0
39686193930435,New Hope Charter,San Joaquin,78.0,
39686270126755,Humphreys College Academy,San Joaquin,66.0,1
39686270127191,CAVA @ San Joaquin,San Joaquin,131.0,1
39686270129890,Academy of Arts and Sciences: San Joaquin,San Joaquin,63.0,1
39686270129908,Delta Keys Charter (San Joaquin) [1],San Joaquin,103.0,
39686270129916,Valley View Charter Prep,San Joaquin,23.0,1
39686270130864,Delta Charter Online (San Joaquin) [1],San Joaquin,32.0,
39686270132365,School 39686270132365,,14.0,
39686270133116,Insight @ San Joaquin,San Joaquin,162.0,1
39686270136028,Delta Keys Charter (San Joaquin) [2],San Joaquin,155.0,1
39686270136135,Delta Charter Online (San Joaquin) [2],San Joaquin,31.0,1
39686276119309,Delta Charter (San Joaquin),San Joaquin,89.0,1
39686500000001,District Students in NPS (San Joaquin) [6],San Joaquin,,0
39686500125849,California Connections Academy,San Joaquin,194.0,1
39686500128215,School 39686500128215,,16.0,0
39686503930419,Ripon Community Day,San Joaquin,1.0,
39686503935756,Ripon High,San Joaquin,263.0,0
39686760000001,District Students in NPS (San Joaquin) [7],San Joaquin,,0
39686760101758,"Institute of Business, Manage",San Joaquin,62.0,
39686760108159,Cesar Chavez High,San Joaquin,505.0,0
39686760114926,California Virtual Academy @ (San Joaquin),San Joaquin,29.0,
39686760115402,Edward C. Merlo Institute of,San Joaquin,42.0,0
39686760117853,Stallworth Charter,San Joaquin,10.0,1
39686760118497,Aspire Langston Hughes Academy,San Joaquin,102.0,1
39686760119743,Stockton Uni Early College Aca,San Joaquin,107.0,1
39686760119784,Stockton High,San Joaquin,48.0,0
39686760120733,Stockton Collegiate Intl. High,San Joaquin,36.0,1
39686760123802,Health Careers Academy,San Joaquin,102.0,1
39686760124248,Pacific Law Academy,San Joaquin,50.0,1
39686760139998,School 39686760139998,,15.0,
39686763930211,Jane Frederick High,San Joaquin,126.0,0
39686763930369,Golden Valley Secondary ComDay,San Joaquin,9.0,
39686763930427,Weber Institute,San Joaquin,86.0,0
39686763932100,Edison High (San Joaquin),San Joaquin,589.0,0
39686763932654,Franklin High (San Joaquin),San Joaquin,501.0,0
39686763937406,Stagg Senior High,San Joaquin,419.0,0
39686766095236,Walton Development Center,San Joaquin,21.0,0
39686766104368,District Special Ed,San Joaquin,14.0,0
39686769003484,Childrens Home of Stockton,San Joaquin,,
39754990000001,District Students in NPS (San Joaquin) [8],San Joaquin,,0
39754990102392,Millennium Charter,San Joaquin,109.0,1
39754990114140,George and Evelyn Stein Conti,San Joaquin,87.0,0
39754990119040,John C. Kimball High,San Joaquin,397.0,0
39754990120519,CalPac NCC,San Joaquin,59.0,
39754990139949,School 39754990139949,,77.0,1
39754993930286,"Success High, Cont.",San Joaquin,,
39754993930294,Excel High (San Joaquin),San Joaquin,,
39754993930302,Merrill F. West High,San Joaquin,480.0,0
39754993930393,Willow Community Day,San Joaquin,6.0,0
39754993937976,Duncan-Russell Continuation,San Joaquin,28.0,
39754993938008,Tracy High,San Joaquin,435.0,0
39767600128967,Mountain House High,San Joaquin,607.0,0
40104050000001,San Luis Obispo Co Educ. Programs,San Luis Obispo,,
40104050101725,Grizzly ChalleNGe Charter,San Luis Obispo,141.0,1
40104054030078,San Luis Obispo Co. Juv. Ct.,San Luis Obispo,7.0,0
40104054030250,San Luis Obispo County Commun,San Luis Obispo,33.0,0
40104056106769,Special Education (San Luis Obispo),San Luis Obispo,10.0,0
40687000000001,District Students in NPS (San Luis Obispo) [1],San Luis Obispo,,0
40687004030102,West Mall Alternative,San Luis Obispo,44.0,0
40687004030151,Del Rio Continuation High,San Luis Obispo,27.0,0
40687004030755,Atascadero High,San Luis Obispo,289.0,0
40687590125328,Central Coast New Tech High,San Luis Obispo,58.0,0
40687590140194,School 40687590140194,,36.0,0
40687594030268,Nipomo High,San Luis Obispo,205.0,0
40687594030508,Arroyo Grande High (San Luis Obispo) [1],San Luis Obispo,,
40687594030557,Arroyo Grande High (San Luis Obispo) [2],San Luis Obispo,503.0,0
40687594033205,Lopez Continuation High,San Luis Obispo,73.0,0
40688090000001,District Students in NPS (San Luis Obispo) [2],San Luis Obispo,,0
40688094030045,Pacific Beach High,San Luis Obispo,24.0,0
40688094034807,Morro Bay High,San Luis Obispo,188.0,0
40688094036703,San Luis Obispo High,San Luis Obispo,420.0,0
40688334030227,Shandon Community Day,San Luis Obispo,1.0,
40688334037008,Shandon High,San Luis Obispo,21.0,0
40688414030128,Eagle Canyon High,San Luis Obispo,5.0,0
40688414030136,School 40688414030136,,,
40688414030185,Templeton Indep. St. High,San Luis Obispo,31.0,0
40688414037701,Templeton High,San Luis Obispo,181.0,0
40754570000001,District Students in NPS (San Luis Obispo) [3],San Luis Obispo,,0
40754570119354,Independence High (San Luis Obispo),San Luis Obispo,32.0,0
40754574030169,Freedom Community Day,San Luis Obispo,2.0,
40754574030193,Grizzly Challenge Charter,San Luis Obispo,64.0,
40754574030235,Paso Robles Independent Study,San Luis Obispo,1.0,0
40754574035754,Paso Robles High,San Luis Obispo,496.0,0
40754574035762,"Liberty High, Cont. (San Luis Obispo)",San Luis Obispo,73.0,0
40754654030144,"Leffingwell High, Cont.",San Luis Obispo,9.0,0
40754654030219,Cambria Community Day,San Luis Obispo,1.0,
40754654032009,Coast Union High,San Luis Obispo,40.0,0
41104130110015,High Tech High Bayshore (San Mateo) [1],San Mateo,,
41104130113258,Margaret Kemp Girls Camp,San Mateo,4.0,
41104130113266,Camp Glenwood,San Mateo,10.0,
41104130113282,North Community (San Mateo) [1],San Mateo,1.0,
41104130113290,North Community (San Mateo) [2],San Mateo,3.0,
41104130113308,Fair Oaks Community,San Mateo,2.0,
41104130113316,Central Community,San Mateo,5.0,
41104130113324,South Community,San Mateo,2.0,
41104130113332,Gateway Center,San Mateo,31.0,0
41104130117143,Canyon Oaks Youth Center,San Mateo,2.0,0
41104130128652,School 41104130128652,,11.0,0
41104130135269,Oxford Day Academy,San Mateo,23.0,1
41104134130076,Hillcrest at Youth Services C,San Mateo,20.0,0
41104136069363,San Mateo County Special Educ,San Mateo,16.0,0
41688580120162,CalPac SFB,San Mateo,26.0,
41688900000001,District Students in NPS (San Mateo) [1],San Mateo,,0
41688904130027,"Pilarcitos High, Cont.",San Mateo,25.0,0
41688904132817,Half Moon Bay High,San Mateo,228.0,0
41689160112284,CAVA@San Mateo,San Mateo,137.0,1
41689240000001,District Students in NPS (San Mateo) [2],San Mateo,,0
41689240127548,Summit Public School: Shasta,San Mateo,114.0,1
41689244133393,Jefferson High,San Mateo,268.0,0
41689244135075,Oceana High,San Mateo,118.0,0
41689244137535,Terra Nova High,San Mateo,185.0,0
41689244137592,Thornton High,San Mateo,86.0,0
41689244137790,Westmoor High,San Mateo,320.0,0
41689244168924,Home/hospital and independent study (San Mateo) [1],San Mateo,,
41689400000001,La Honda-Pescadero Unif Programs,San Mateo,,
41689404135331,Pescadero High,San Mateo,21.0,0
41689656044150,Hillview Middle,San Mateo,,0
41689990109561,Stanford New,San Mateo,61.0,
41689990134197,Aspire East Palo Alto Charter (San Mateo) [1],San Mateo,20.0,1
41689994130118,East Palo Alto High,San Mateo,62.0,
41689996114953,Aspire East Palo Alto Charter (San Mateo) [2],San Mateo,53.0,
41690054130100,Aurora High,San Mateo,15.0,
41690210101279,San Carlos High s,San Mateo,,
41690470000001,District Students in NPS (San Mateo) [3],San Mateo,,0
41690470128165,Peninsula High,San Mateo,2.0,
41690470129759,Design Tech High,San Mateo,142.0,1
41690470135814,School 41690470135814,,58.0,0
41690470142497,School 41690470142497,,23.0,0
41690474130092,San Mateo Union High Comm,San Mateo,3.0,
41690474130217,Aragon High,San Mateo,414.0,0
41690474130472,Burlingame High,San Mateo,396.0,0
41690474130738,Capuchino High,San Mateo,265.0,0
41690474133070,Hillsdale High,San Mateo,396.0,0
41690474134557,Mills High,San Mateo,279.0,0
41690474135265,Peninsula High Continuation,San Mateo,152.0,
41690474136370,San Mateo High,San Mateo,389.0,0
41690474169047,Home/hospital and independent study (San Mateo) [2],San Mateo,,
41690620000001,District Students in NPS (San Mateo) [4],San Mateo,,0
41690620112722,Summit Preparatory Charter Hi,San Mateo,73.0,1
41690620118232,Aspire East Palo Alto Phoenix,San Mateo,49.0,
41690620119503,Everest Public High (San Mateo) [1],San Mateo,56.0,1
41690620125120,Sequoia Community Day,San Mateo,23.0,
41690620126722,East Palo Alto Academy,San Mateo,70.0,1
41690620127019,Sequoia Union High Independent,San Mateo,24.0,
41690620138420,Tide Academy,San Mateo,53.0,0
41690620139915,KIPP Esperanza High,San Mateo,71.0,1
41690624130084,Sequoia District Communit,San Mateo,4.0,
41690624130993,Carlmont High,San Mateo,590.0,0
41690624133716,Menlo-Atherton High,San Mateo,540.0,0
41690624135687,"Redwood High, Cont. (San Mateo)",San Mateo,142.0,0
41690624136693,Sequoia High (San Mateo),San Mateo,464.0,0
41690624138053,Woodside High,San Mateo,415.0,0
41690700000001,District Students in NPS (San Mateo) [5],San Mateo,,0
41690704130324,"Baden High, Cont.",San Mateo,57.0,0
41690704132551,El Camino High (San Mateo),San Mateo,263.0,0
41690704137212,School 41690704137212,,,
41690704137279,South San Francisco High,San Mateo,310.0,0
41690704169070,Home/hospital and independent study (San Mateo) [3],San Mateo,,
41764300110015,High Tech High Bayshore (San Mateo) [2],San Mateo,25.0,
41765880119503,Everest Public High (San Mateo) [2],San Mateo,92.0,
42104210108654,Summit High (Santa Barbara),Santa Barbara,1.0,
42104210116855,"Summit High School, II",Santa Barbara,8.0,
42104210126946,Phoenix High II,Santa Barbara,1.0,
42104210127027,Phoenix High School,Santa Barbara,,
42104214230157,Santa Barbara Co. Juvenile Ct.,Santa Barbara,43.0,0
42104214230207,Santa Barbara Co. Community,Santa Barbara,6.0,0
42104216069223,Special Education (Santa Barbara),Santa Barbara,19.0,0
42691120111773,Family Partnership Home Study,Santa Barbara,52.0,1
42691120124255,Trivium Charter,Santa Barbara,15.0,1
42691120127704,Visions Academy Charter,Santa Barbara,3.0,
42691120137877,Trivium Charter School Adventure,Santa Barbara,7.0,1
42691120137885,Trivium Charter School Voyage,Santa Barbara,4.0,1
42691464230181,Foothill Alternative High,Santa Barbara,11.0,
42691464230587,Carpinteria Senior High,Santa Barbara,148.0,0
42691464230595,"Rincon High, Cont.",Santa Barbara,11.0,
42692290117788,Camino Real Community Partner,Santa Barbara,3.0,
42692294230454,Cabrillo High (Santa Barbara),Santa Barbara,265.0,0
42692294233029,Maple High,Santa Barbara,25.0,0
42692294233060,Lompoc High,Santa Barbara,398.0,0
42692454230199,Olive Grove,Santa Barbara,77.0,
42692600116434,Orcutt Academy Charter,Santa Barbara,168.0,1
42692606045785,Orcutt Junior High,Santa Barbara,,0
42692860000001,District Students in NPS (Santa Barbara) [1],Santa Barbara,,
42692860118877,Home School Santa Barbara Sec,Santa Barbara,,
42692860120402,Alta Vista Alternative High (Santa Barbara) [1],Santa Barbara,61.0,
42692864230090,Santa Barbara Continuation Hi,Santa Barbara,10.0,
42692864230140,Dos Pueblos Continuation,Santa Barbara,6.0,
42692864230165,San Marcos Continuation High,Santa Barbara,13.0,
42692864231726,Dos Pueblos Senior High (Santa Barbara) [1],Santa Barbara,572.0,
42692864232690,La Cuesta Continuation High (Santa Barbara) [1],Santa Barbara,72.0,
42692864235230,San Marcos Senior High (Santa Barbara) [1],Santa Barbara,461.0,
42692864235727,Santa Barbara Senior High (Santa Barbara) [1],Santa Barbara,552.0,
42693100000001,District Students in NPS (Santa Barbara) [2],Santa Barbara,,0
42693100102285,Pioneer Valley High,Santa Barbara,770.0,0
42693104231452,Delta High (Santa Barbara),Santa Barbara,85.0,0
42693104234613,Righetti (Ernest) High,Santa Barbara,604.0,0
42693104236030,Santa Maria High,Santa Barbara,786.0,0
42693284230074,"Refugio High, Cont.",Santa Barbara,12.0,0
42693284236345,Santa Ynez Valley Union High,Santa Barbara,200.0,0
42750100134866,California STEAM Santa Barbara,Santa Barbara,18.0,
42750100135590,Uplift California Santa Barbara,Santa Barbara,186.0,
42750100136630,Valiant Santa Barbara,Santa Barbara,6.0,
42750100138891,California Connections Academy Central Coast,Santa Barbara,4.0,1
42750104230173,"Sierra Madre High, Cont.",Santa Barbara,1.0,0
42750104231205,Cuyama Valley High,Santa Barbara,10.0,0
42767860000001,District Students in NPS (Santa Barbara) [3],Santa Barbara,,0
42767860120402,Alta Vista Alternative High (Santa Barbara) [2],Santa Barbara,80.0,0
42767864231726,Dos Pueblos Senior High (Santa Barbara) [2],Santa Barbara,537.0,0
42767864232690,La Cuesta Continuation High (Santa Barbara) [2],Santa Barbara,76.0,0
42767864235230,San Marcos Senior High (Santa Barbara) [2],Santa Barbara,482.0,0
42767864235727,Santa Barbara Senior High (Santa Barbara) [2],Santa Barbara,481.0,0
42769500132894,Olive Grove Charter,Santa Barbara,4.0,
42771980138362,Olive Grove Charter - Orcutt/Santa Maria,Santa Barbara,88.0,1
42772060138370,Olive Grove Charter - Lompoc,Santa Barbara,41.0,1
42772140138388,Olive Grove Charter - Buellton,Santa Barbara,17.0,1
42772220138396,Olive Grove Charter - Santa Barbara,Santa Barbara,68.0,1
43104390000001,County Students in NPS (Santa Clara),Santa Clara,12.0,0
43104390100339,Alternative Placement Academy (Santa Clara) [1],Santa Clara,11.0,
43104390102905,LPS San Jose,Santa Clara,46.0,
43104390108308,Pathfinder High,Santa Clara,31.0,
43104390111179,Advent Community Day,Santa Clara,2.0,
43104390111567,Leadership Public - Campbell,Santa Clara,,
43104390113431,University Preparatory Academ,Santa Clara,120.0,1
43104390120261,Magnolia Science Academy Sant,Santa Clara,11.0,
43104390121780,Silicon Valley Flex Academy,Santa Clara,19.0,
43104390123257,Downtown College Prep - Alum,Santa Clara,52.0,1
43104390123794,Summit Public School: Tahoma,Santa Clara,96.0,1
43104390125302,Communitas Charter High,Santa Clara,,
43104390128090,Summit Public School: Denali,Santa Clara,91.0,
43104390135087,Opportunity Youth Academy,Santa Clara,175.0,1
43104394330220,School 43104394330220,,,
43104394330254,Juvenile Hall,Santa Clara,84.0,0
43104394330320,County Community (Santa Clara),Santa Clara,89.0,0
43104394330577,Foundry Community Day,Santa Clara,1.0,
43104394330650,Teenage Parent,Santa Clara,6.0,
43104396069371,Special Education (Santa Clara),Santa Clara,141.0,0
43694010000000,School 43694010000000,,67.0,0
43694010000001,District Students in NPS (Santa Clara) [1],Santa Clara,12.0,0
43694014330239,Leigh High,Santa Clara,471.0,0
43694014330718,Camden Community Day,Santa Clara,7.0,
43694014330759,Boynton High,Santa Clara,152.0,0
43694014330866,Branham High,Santa Clara,455.0,0
43694014331955,Del Mar High (Santa Clara),Santa Clara,338.0,0
43694014336137,Prospect High,Santa Clara,365.0,0
43694014338505,Westmont High,Santa Clara,420.0,0
43694014369401,School 43694014369401,,44.0,
43694270000001,District Students in NPS (Santa Clara) [2],Santa Clara,13.0,0
43694270107151,Escuela Popular/Center for Tr,Santa Clara,37.0,1
43694270107490,California Youth Outreach,Santa Clara,2.0,
43694270116889,KIPP San Jose Collegiate,Santa Clara,128.0,1
43694270123745,Summit Public School: Rainier,Santa Clara,79.0,
43694270125427,Calero High,Santa Clara,60.0,0
43694270125617,ACE Charter High (Santa Clara),Santa Clara,78.0,1
43694270130856,Luis Valdez Leadership Academy,Santa Clara,56.0,1
43694270131995,B. Roberto Cruz Leadership Academy,Santa Clara,73.0,1
43694270132274,Alpha Cindy Avitia High,Santa Clara,101.0,1
43694274330015,Yerba Buena High,Santa Clara,403.0,0
43694274330023,Santa Teresa High,Santa Clara,534.0,0
43694274330031,Independence High (Santa Clara),Santa Clara,572.0,0
43694274330296,School 43694274330296,,,
43694274330312,Phoenix High (Santa Clara),Santa Clara,44.0,0
43694274330346,"Genesis High, Cont.",Santa Clara,27.0,
43694274330353,Pegasus High,Santa Clara,71.0,0
43694274330361,Apollo High,Santa Clara,79.0,0
43694274330551,Alternative Placement Academy (Santa Clara) [2],Santa Clara,35.0,
43694274330601,MACSA Academica,Santa Clara,41.0,
43694274330668,Latino College Preparatory Ac,Santa Clara,105.0,1
43694274330676,San Jose Conservation Corps,Santa Clara,191.0,1
43694274330692,Evergreen Valley High,Santa Clara,676.0,0
43694274330726,Escuela Popular Accelerated F,Santa Clara,5.0,1
43694274332318,Foothill High (Santa Clara),Santa Clara,253.0,0
43694274332995,Andrew P Hill High,Santa Clara,391.0,0
43694274333639,James Lick High,Santa Clara,216.0,0
43694274334900,Mount Pleasant High,Santa Clara,250.0,0
43694274335204,Oak Grove High,Santa Clara,344.0,0
43694274335428,William C Overfelt High,Santa Clara,341.0,0
43694274335907,Piedmont Hills High,Santa Clara,480.0,0
43694274337903,Silver Creek High,Santa Clara,535.0,0
43694680000001,District Students in NPS (Santa Clara) [3],Santa Clara,15.0,0
43694684330569,Community Day (Santa Clara),Santa Clara,2.0,0
43694684331799,Cupertino High,Santa Clara,450.0,0
43694684332474,Fremont High (Santa Clara),Santa Clara,515.0,0
43694684333316,Homestead High,Santa Clara,556.0,0
43694684334421,Lynbrook High,Santa Clara,426.0,0
43694684334462,Monta Vista High,Santa Clara,408.0,0
43694840000001,District Students in NPS (Santa Clara) [4],Santa Clara,,0
43694840114496,Dr. T. J. Owens Gilroy Early,Santa Clara,76.0,0
43694840118380,Christopher High,Santa Clara,408.0,0
43694844330544,Gilroy Community Day,Santa Clara,1.0,
43694844330619,MACSA El Portal,Santa Clara,29.0,
43694844332797,School 43694844332797,,,
43694844332839,Gilroy High,Santa Clara,404.0,0
43694844334850,Mt. Madonna High,Santa Clara,114.0,0
43695340000001,District Students in NPS (Santa Clara) [5],Santa Clara,,0
43695344334272,School 43695344334272,,,
43695344334371,Los Gatos High,Santa Clara,478.0,0
43695344337762,Saratoga High,Santa Clara,290.0,0
43695830000001,District Students in NPS (Santa Clara) [6],Santa Clara,,0
43695830100131,Advent Academy,Santa Clara,5.0,
43695830102368,Ann Sobrato High,Santa Clara,378.0,0
43695834330072,School 43695834330072,,,
43695834333951,Live Oak High (Santa Clara),Santa Clara,275.0,0
43695834334488,"Central High, Cont.",Santa Clara,98.0,0
43695836095384,Britton (Lewis H.) Middle,Santa Clara,,0
43695836100325,Murphy (Martin) Middle,Santa Clara,,0
43696090000001,District Students in NPS (Santa Clara) [7],Santa Clara,,0
43696090100230,Mountain View-Los Altos,Santa Clara,,
43696094330486,Moffett High (Alter.),Santa Clara,21.0,
43696094334116,Los Altos High (Santa Clara),Santa Clara,542.0,0
43696094334561,School 43696094334561,,,
43696094334728,Mountain View High (Santa Clara),Santa Clara,547.0,0
43696094334736,"Alta Vista High, Cont.",Santa Clara,30.0,0
43696410000001,District Students in NPS (Santa Clara) [8],Santa Clara,,0
43696410142349,School 43696410142349,,32.0,0
43696414332904,Gunn (Henry M.) High,Santa Clara,411.0,0
43696414335782,Palo Alto High,Santa Clara,473.0,0
43696416048375,Packard Chdrn's Hosp/Stan,Santa Clara,6.0,0
43696660000001,District Students in NPS (Santa Clara) [9],Santa Clara,14.0,0
43696660106823,Lincoln Plus High,Santa Clara,34.0,
43696664330080,Gunderson High,Santa Clara,186.0,0
43696664330411,"Community Career Academy, Ct.",Santa Clara,10.0,
43696664330429,"Gunderson Plus, Cont.",Santa Clara,31.0,
43696664330445,"Willow Glen Plus, Cont.",Santa Clara,21.0,
43696664330452,"Pioneer Plus, Cont.",Santa Clara,34.0,
43696664330460,"Leland Plus, Cont.",Santa Clara,18.0,
43696664330478,"San Jose High Acad. Plus, Ct.",Santa Clara,22.0,
43696664330502,Liberty High (Alternative,Santa Clara,170.0,0
43696664330510,Crossroads Community Day,Santa Clara,3.0,
43696664330585,Downtown College Preparatory,Santa Clara,130.0,1
43696664330593,Middle College High (Santa Clara),Santa Clara,27.0,
43696664330734,San Jose Community High,Santa Clara,1.0,
43696664332110,Broadway High,Santa Clara,152.0,0
43696664333522,Leland High,Santa Clara,368.0,0
43696664333795,Lincoln (Abraham) High (Santa Clara),Santa Clara,398.0,0
43696664334454,School 43696664334454,,,
43696664335949,Pioneer High (Santa Clara),Santa Clara,348.0,0
43696664337200,San Josi High,Santa Clara,218.0,0
43696664338950,Willow Glen High,Santa Clara,386.0,0
43696740000001,District Students in NPS (Santa Clara) [10],Santa Clara,,0
43696740125443,Santa Clara Community Day,Santa Clara,1.0,0
43696740135970,Mission Early College High,Santa Clara,36.0,0
43696740141283,School 43696740141283,,193.0,0
43696744330122,Santa Clara High,Santa Clara,416.0,0
43696744330148,School 43696744330148,,,
43696744330247,Wilson Alternative,Santa Clara,126.0,0
43696744338406,New Valley Cont. High,Santa Clara,83.0,0
43696744338802,Wilcox (Adrian) High,Santa Clara,404.0,0
43733870000001,District Students in NPS (Santa Clara) [11],Santa Clara,,0
43733870126276,Milpitas Community Day (Santa Clara) [1],Santa Clara,,
43733870128587,Connexions Academy,Santa Clara,,
43733870140673,Milpitas Middle College Hs,Santa Clara,23.0,0
43733874330536,Milpitas Community Day (Santa Clara) [2],Santa Clara,1.0,
43733874331039,Calaveras Hills,Santa Clara,64.0,0
43733874334470,Milpitas High,Santa Clara,732.0,0
43771490137315,KIPP Navigate College Prep,Santa Clara,74.0,1
44104470100305,Santa Cruz County Cypress Charter High,Santa Cruz,24.0,
44104470136572,Santa Cruz County Career Advancement Charter,Santa Cruz,144.0,1
44104474430146,Santa Cruz County Court,Santa Cruz,41.0,0
44104474430252,Pacific Collegiate Charter,Santa Cruz,84.0,1
44104474430278,Santa Cruz County,Santa Cruz,322.0,0
44104476069397,Special Education (Santa Cruz),Santa Cruz,37.0,0
44322764430013,Ben Lomond Youth Conservation Camp,Santa Cruz,9.0,
44697650100305,Cypress Charter High,Santa Cruz,30.0,
44697990000000,School 44697990000000,,11.0,0
44697990000001,District Students in NPS (Santa Cruz) [1],Santa Cruz,,0
44697990105858,Pajaro Valley High,Santa Cruz,323.0,0
44697990117804,Ceiba College Prep Academy,Santa Cruz,56.0,1
44697990140335,School 44697990140335,,27.0,0
44697994430203,New School Community Day,Santa Cruz,12.0,0
